,shipment_id,send_timestamp,pick_up_point,drop_off_point,source_country,destination_country,freight_cost,gross_weight,shipment_charges,shipment_mode,shipping_company,selected,shipping_time
3046,S691728,2019-08-06 07:48:56,A,Y,GB,IN,85.71955684,907.0,0.75,Air,SC3,Y,5.03866
3047,S691736,2019-11-05 11:09:32,A,Y,GB,IN,90.4061599,800.0,1.05,Air,SC2,Y,5.0669
3048,S692708,2019-03-27 18:58:58,A,Y,GB,IN,90.45,205.0,0.9,Ocean,SC1,Y,12.90949
3049,S692722,2019-06-28 12:55:43,A,Y,GB,IN,87.05,695.0,0.9,Ocean,SC1,Y,30.38692
3050,S692722,2019-06-28 12:55:43,A,Y,GB,IN,87.67275959,695.0,0.75,Air,SC3,Y,5.3535900000000005
3051,S692728,2019-08-06 08:14:59,A,Y,GB,IN,85.38343186,238.4,0.75,Air,SC3,Y,5.14769
3052,S692737,2019-12-20 14:59:34,A,Y,GB,IN,92.3,1156.0,0.9,Ocean,SC1,Y,31.246990000000004
3053,S693716,2019-05-15 18:40:16,A,Y,GB,IN,90.0,565.0,0.9,Ocean,SC1,Y,32.77963
3054,S693717,2019-05-24 12:06:38,A,Y,GB,IN,87.89,610.0,0.9,Ocean,SC1,Y,20.04606
3055,S693717,2019-05-24 12:06:38,A,Y,GB,IN,87.35409203,610.0,1.05,Air,SC2,Y,5.23264
3056,S693728,2019-08-06 08:22:57,A,Y,GB,IN,85.7,1000.0,0.9,Ocean,SC1,Y,28.49271
3057,S693728,2019-08-06 08:22:57,A,Y,GB,IN,85.18742786,1000.0,1.05,Air,SC2,Y,5.16285
3058,S693737,2019-12-20 15:01:40,A,Y,GB,IN,92.3,660.0,0.9,Ocean,SC1,Y,11.261569999999999
3059,S693737,2019-12-20 15:01:40,A,Y,GB,IN,92.33065865,660.0,1.05,Air,SC2,Y,5.11701
3060,S693738,2020-03-06 12:14:05,A,Y,GB,IN,95.88918637,435.0,1.05,Air,SC2,Y,5.32824
3061,S694703,2019-02-25 13:41:07,A,Y,GB,IN,92.45,546.0,0.9,Ocean,SC1,Y,10.7022
3062,S694708,2019-03-27 19:11:01,A,Y,GB,IN,90.45,1778.0,0.9,Ocean,SC1,Y,32.99317
3063,S694708,2019-03-27 19:11:01,A,Y,GB,IN,90.10309818,1778.0,0.75,Air,SC3,Y,5.15764
3064,S694716,2019-05-16 03:29:21,A,Y,GB,IN,90.27267721,564.0,0.75,Air,SC3,Y,5.39074
3065,S694735,2019-09-20 10:57:31,A,Y,GB,IN,88.8,229.1,0.9,Ocean,SC1,Y,29.566090000000003
3066,S694737,2019-12-20 15:02:59,A,Y,GB,IN,92.45233178,1061.0,0.75,Air,SC3,Y,5.41991
3067,S694738,2020-03-06 12:18:50,A,Y,GB,IN,95.01452992,445.0,0.75,Air,SC3,Y,5.18426
3068,S695708,2019-03-27 19:12:59,A,Y,GB,IN,90.45,1006.0,0.9,Ocean,SC1,Y,13.00683
3069,S695708,2019-03-27 19:12:59,A,Y,GB,IN,90.97103082,1006.0,0.75,Air,SC3,Y,5.12523
3070,S695737,2019-12-20 15:03:54,A,Y,GB,IN,92.3,615.0,0.9,Ocean,SC1,Y,21.277079999999998
3071,S695737,2019-12-20 15:03:54,A,Y,GB,IN,92.32237218,615.0,0.75,Air,SC3,Y,5.16204
3072,S696708,2019-03-27 19:21:06,A,Y,GB,IN,90.35,776.0,1.05,Air,SC2,Y,5.38808
3073,S696718,2019-05-31 15:24:30,A,Y,GB,IN,87.21115846,305.0,1.05,Air,SC2,Y,5.35602
3074,S696724,2019-07-11 08:05:24,A,Y,GB,IN,84.89,354.0,0.9,Ocean,SC1,Y,28.370829999999998
3075,S697708,2019-03-27 19:35:45,A,Y,GB,IN,90.62,250.0,0.75,Air,SC3,Y,5.22593
3076,S697709,2019-04-03 09:08:28,A,Y,GB,IN,89.75,205.0,0.9,Ocean,SC1,Y,28.8088
3077,S697710,2019-04-08 18:28:48,A,Y,GB,IN,90.45,1112.0,0.9,Ocean,SC1,Y,22.7
3078,S697737,2019-12-20 15:18:39,A,Y,GB,IN,92.29,168.0,0.75,Air,SC3,Y,5.01146
3079,S698709,2019-04-03 09:15:20,A,Y,GB,IN,89.75,285.0,0.9,Ocean,SC1,Y,8.85648
3080,S698715,2019-05-10 11:21:17,A,Y,GB,IN,90.4651,1506.0,0.9,Ocean,SC1,Y,19.73113
3081,S699706,2019-03-13 11:03:52,A,Y,GB,IN,90.8,100.0,0.9,Ocean,SC1,Y,29.610190000000003
3082,S699708,2019-03-27 20:44:15,A,Y,GB,IN,90.29,1110.0,1.05,Air,SC2,Y,5.35197
3083,S699710,2019-04-08 19:54:47,A,Y,GB,IN,90.1,1110.0,0.9,Ocean,SC1,Y,13.29711
3084,S699738,2020-03-06 13:23:10,A,Y,GB,IN,95.25,888.0,0.9,Ocean,SC1,Y,30.57755
3085,S700708,2019-03-27 20:49:28,A,Y,GB,IN,90.86,1277.0,0.75,Air,SC3,Y,5.0662
3086,S700710,2019-04-08 21:33:08,A,Y,GB,IN,90.95,300.0,0.75,Air,SC3,Y,5.41065
3087,S700721,2019-06-20 16:23:20,A,Y,GB,IN,87.65,220.0,0.9,Ocean,SC1,Y,21.8287
3088,S701708,2019-03-27 22:17:16,A,Y,GB,IN,90.45,1341.0,0.9,Ocean,SC1,Y,14.286570000000001
3089,S701712,2019-04-23 17:52:14,A,Y,GB,IN,89.55,255.0,0.9,Ocean,SC1,Y,32.446059999999996
3090,S701715,2019-05-10 11:29:42,A,Y,GB,IN,90.23,21.05,0.75,Air,SC3,Y,5.1412
3091,S702708,2019-03-27 22:35:36,A,Y,GB,IN,90.45,149.1,0.75,Air,SC3,Y,5.1037
3092,S702724,2019-07-11 09:03:13,A,Y,GB,IN,85.35,123.0,0.9,Ocean,SC1,Y,18.77234
3093,S702736,2019-11-05 15:49:52,A,Y,GB,IN,90.75,996.0,0.9,Ocean,SC1,Y,31.5963
3094,S702737,2019-12-21 06:50:20,A,Y,GB,IN,92.3,873.0,0.9,Ocean,SC1,Y,17.84954
3095,S703710,2019-04-09 07:19:23,A,Y,GB,IN,90.67,1106.0,0.75,Air,SC3,Y,5.09537
3096,S703726,2019-07-25 12:37:24,A,Y,GB,IN,85.85,605.0,0.9,Ocean,SC1,Y,20.25972
3097,S703728,2019-08-06 08:48:53,A,Y,GB,IN,85.81,135.0,0.75,Air,SC3,Y,5.21539
3098,S703737,2019-12-21 08:01:20,A,Y,GB,IN,92.81,38.0,1.05,Air,SC2,Y,5.087269999999999
3099,S703738,2020-03-06 15:41:34,A,Y,GB,IN,95.5077,1107.0,1.05,Air,SC2,Y,5.23958
3100,S704715,2019-05-10 11:31:11,A,Y,GB,IN,90.4651,182.0,0.9,Ocean,SC1,Y,19.799879999999998
3101,S704726,2019-07-25 12:44:17,A,Y,GB,IN,85.85,595.0,0.9,Ocean,SC1,Y,10.30752
3102,S704735,2019-09-20 14:10:40,A,Y,GB,IN,88.15,237.5,0.9,Ocean,SC1,Y,30.90741
3103,S704737,2019-12-21 09:05:58,A,Y,GB,IN,92.79,2008.0,0.75,Air,SC3,Y,5.13565
3104,S704738,2020-03-06 15:44:07,A,Y,GB,IN,95.5077,1107.0,1.05,Air,SC2,Y,5.1515
3105,S705708,2019-03-28 06:50:16,A,Y,GB,IN,90.58,1506.0,1.05,Air,SC2,Y,5.03229
3106,S705709,2019-04-03 09:43:31,A,Y,GB,IN,89.75,175.0,0.9,Ocean,SC1,Y,9.0522
3107,S706704,2019-03-01 13:41:22,A,Y,GB,IN,93.36,100.0,0.75,Air,SC3,Y,5.01331
3108,S706708,2019-03-28 08:39:05,A,Y,GB,IN,90.9,305.0,0.75,Air,SC3,Y,5.34363
3109,S706735,2019-09-20 16:00:30,A,Y,GB,IN,87.98,285.75,0.75,Air,SC3,Y,5.13854
3110,S706737,2019-12-21 11:57:37,A,Y,GB,IN,91.86,273.0,0.9,Ocean,SC1,Y,19.98345
3111,S707712,2019-04-23 18:56:52,A,Y,GB,IN,89.55,1000.0,0.9,Ocean,SC1,Y,32.894909999999996
3112,S707715,2019-05-10 11:42:39,A,Y,GB,IN,90.64,116.0,0.75,Air,SC3,Y,5.19525
3113,S707721,2019-06-20 20:37:45,A,Y,GB,IN,87.25,35.0,0.75,Air,SC3,Y,5.03484
3114,S707735,2019-09-20 16:02:57,A,Y,GB,IN,87.99,285.75,0.75,Air,SC3,Y,5.41285
3115,S707736,2019-11-05 19:26:13,A,Y,GB,IN,90.75,999.0,0.9,Ocean,SC1,Y,23.09873
3116,S707737,2019-12-21 12:11:59,A,Y,GB,IN,91.86,273.0,0.9,Ocean,SC1,Y,10.083219999999999
3117,S708721,2019-06-21 07:02:59,A,Y,GB,IN,87.8529,255.0,1.05,Air,SC2,Y,5.03229
3118,S708736,2019-11-05 20:21:56,A,Y,GB,IN,90.75,856.0,0.9,Ocean,SC1,Y,33.48565
3119,S708737,2019-12-21 12:12:24,A,Y,GB,IN,92.49,600.0,0.75,Air,SC3,Y,5.12373
3120,S708738,2020-03-06 15:59:17,A,Y,GB,IN,95.86,955.0,0.75,Air,SC3,Y,5.3848400000000005
3121,S709712,2019-04-23 23:27:06,A,Y,GB,IN,89.55,563.5,0.9,Ocean,SC1,Y,24.77153
3122,S709717,2019-05-24 13:31:01,A,Y,GB,IN,87.6,177.0,0.9,Ocean,SC1,Y,10.632060000000001
3123,S709736,2019-11-05 23:47:30,A,Y,GB,IN,90.91,500.0,0.75,Air,SC3,Y,5.23495
3124,S710712,2019-04-24 03:36:26,A,Y,GB,IN,89.55,505.0,1.05,Air,SC2,Y,5.07894
3125,S710719,2019-06-06 10:57:30,A,Y,GB,IN,87.14,920.0,1.05,Air,SC2,Y,5.0178199999999995
3126,S710735,2019-09-21 06:35:39,A,Y,GB,IN,88.47,686.0,0.75,Air,SC3,Y,5.04641
3127,S710736,2019-11-05 23:52:28,A,Y,GB,IN,90.93,57.0,0.75,Air,SC3,Y,5.31968
3128,S710738,2020-03-06 16:00:27,A,Y,GB,IN,95.99,1107.0,0.75,Air,SC3,Y,5.14248
3129,S711710,2019-04-09 08:52:26,A,Y,GB,IN,90.5,205.0,0.9,Ocean,SC1,Y,18.69745
3130,S711712,2019-04-24 05:56:25,A,Y,GB,IN,89.7958,705.0,0.9,Ocean,SC1,Y,7.4751199999999995
3131,S711716,2019-05-16 09:06:13,A,Y,GB,IN,89.77,1550.0,0.75,Air,SC3,Y,5.192480000000001
3132,S711735,2019-09-21 08:49:06,A,Y,GB,IN,88.65,605.0,0.75,Air,SC3,Y,5.36111
3133,S711736,2019-11-05 23:54:58,A,Y,GB,IN,90.64,67.0,1.05,Air,SC2,Y,5.18021
3134,S711737,2019-12-21 14:45:06,A,Y,GB,IN,92.61,205.0,0.75,Air,SC3,Y,5.06354
3135,S712724,2019-07-11 09:31:09,A,Y,GB,IN,85.83,1506.0,0.75,Air,SC3,Y,5.1235
3136,S712736,2019-11-06 06:06:36,A,Y,GB,IN,90.9562,390.0,0.9,Ocean,SC1,Y,17.54583
3137,S712738,2020-03-06 19:13:31,A,Y,GB,IN,95.99,108.5,1.05,Air,SC2,Y,5.00475
3138,S713721,2019-06-21 08:24:36,A,Y,GB,IN,87.8,1500.0,0.9,Ocean,SC1,Y,18.504170000000002
3139,S713736,2019-11-06 06:48:42,A,Y,GB,IN,90.9562,1006.0,0.9,Ocean,SC1,Y,7.838189999999999
3140,S713738,2020-03-06 19:22:01,A,Y,GB,IN,95.68,160.7,0.75,Air,SC3,Y,5.35995
3141,S714705,2019-03-06 11:41:20,A,Y,GB,IN,91.84,330.0,0.75,Air,SC3,Y,5.19676
3142,S714726,2019-07-25 13:42:29,A,Y,GB,IN,85.85,55.0,0.9,Ocean,SC1,Y,30.71169
3143,S714737,2019-12-21 15:54:05,A,Y,GB,IN,92.22,168.0,0.75,Air,SC3,Y,5.36458
3144,S715709,2019-04-03 10:34:01,A,Y,GB,IN,89.81,500.0,1.05,Air,SC2,Y,5.36551
3145,S715718,2019-05-31 16:08:14,A,Y,GB,IN,87.61,295.0,0.75,Air,SC3,Y,5.3394699999999995
3146,S715729,2019-08-11 18:10:07,A,Y,GB,IN,84.94,238.0,1.05,Air,SC2,Y,5.23102
3147,S715738,2020-03-07 14:29:51,A,Y,GB,IN,95.5,255.0,0.9,Ocean,SC1,Y,11.04062
3148,S716714,2019-05-04 16:35:38,A,Y,GB,IN,90.26,900.0,0.9,Ocean,SC1,Y,21.91412
3149,S716729,2019-08-11 19:01:15,A,Y,GB,IN,84.77,100.0,0.75,Air,SC3,Y,5.26748
3150,S716735,2019-09-21 10:53:52,A,Y,GB,IN,88.86,841.6,1.05,Air,SC2,Y,5.08287
3151,S716737,2019-12-21 16:39:47,A,Y,GB,IN,91.86,272.2,0.9,Ocean,SC1,Y,11.94294
3152,S717707,2019-03-20 13:49:55,A,Y,GB,IN,90.55,130.0,0.9,Ocean,SC1,Y,30.763309999999997
3153,S717719,2019-06-06 11:08:26,A,Y,GB,IN,87.93,348.3,0.75,Air,SC3,Y,5.27546
3154,S717729,2019-08-11 20:43:16,A,Y,GB,IN,84.99,158.5,0.75,Air,SC3,Y,5.00197
3155,S717735,2019-09-21 11:08:06,A,Y,GB,IN,87.76,700.0,0.9,Ocean,SC1,Y,29.63958
3156,S717738,2020-03-07 16:51:10,A,Y,GB,IN,95.55,129.5,0.75,Air,SC3,Y,5.03021
3157,S718711,2019-04-15 11:45:04,A,Y,GB,IN,90.5549,2108.0,0.9,Ocean,SC1,Y,19.8963
3158,S718729,2019-08-12 06:24:18,A,Y,GB,IN,84.9,312.0,1.05,Air,SC2,Y,5.26586
3159,S719711,2019-04-15 11:47:47,A,Y,GB,IN,90.69,1006.0,1.05,Air,SC2,Y,5.316319999999999
3160,S719727,2019-08-01 11:26:15,A,Y,GB,IN,83.8,65.0,0.75,Air,SC3,Y,5.0597199999999996
3161,S719737,2019-12-21 18:12:31,A,Y,GB,IN,92.3,950.0,0.9,Ocean,SC1,Y,22.586920000000003
3162,S719738,2020-03-07 20:06:44,A,Y,GB,IN,95.5,1107.0,0.75,Air,SC3,Y,5.2472199999999996
3163,S720711,2019-04-15 11:49:22,A,Y,GB,IN,90.5549,2108.0,0.9,Ocean,SC1,Y,19.92616
3164,S720713,2019-04-30 13:01:08,A,Y,GB,IN,90.05,385.0,0.9,Ocean,SC1,Y,10.424539999999999
3165,S720720,2019-06-12 18:54:15,A,Y,GB,IN,88.34,505.0,1.05,Air,SC2,Y,5.18519
3166,S721703,2019-02-25 15:03:10,A,Y,GB,IN,92.75,223.0,0.75,Air,SC3,Y,5.18715
3167,S721713,2019-04-30 13:02:32,A,Y,GB,IN,90.4,355.0,0.75,Air,SC3,Y,5.25694
3168,S721719,2019-06-06 11:17:25,A,Y,GB,IN,87.98,348.3,0.75,Air,SC3,Y,5.27211
3169,S721720,2019-06-13 01:23:08,A,Y,GB,IN,88.15,1256.0,0.75,Air,SC3,Y,5.38241
3170,S721735,2019-09-21 11:39:27,A,Y,GB,IN,89.0,580.0,0.75,Air,SC3,Y,5.25139
3171,S721736,2019-11-06 11:46:14,A,Y,GB,IN,90.61,170.0,0.9,Ocean,SC1,Y,9.9044
3172,S721737,2019-12-21 18:25:54,A,Y,GB,IN,91.91,900.0,0.9,Ocean,SC1,Y,32.67986
3173,S722711,2019-04-15 11:51:04,A,Y,GB,IN,90.5549,1506.0,0.9,Ocean,SC1,Y,9.93796
3174,S722714,2019-05-04 17:19:26,A,Y,GB,IN,90.74,285.0,0.75,Air,SC3,Y,5.28576
3175,S722736,2019-11-06 11:52:40,A,Y,GB,IN,90.15,25.0,0.75,Air,SC3,Y,5.04051
3176,S722738,2020-03-09 07:39:30,A,Y,GB,IN,95.42,124.0,0.75,Air,SC3,Y,5.10787
3177,S723720,2019-06-13 05:32:42,A,Y,GB,IN,88.94,575.0,1.05,Air,SC2,Y,5.12153
3178,S723735,2019-09-21 14:46:48,A,Y,GB,IN,87.76,800.0,0.9,Ocean,SC1,Y,21.15833
3179,S724714,2019-05-04 19:11:39,A,Y,GB,IN,90.65,2000.0,0.9,Ocean,SC1,Y,12.99757
3180,S724718,2019-05-31 16:25:53,A,Y,GB,IN,87.25,350.0,0.9,Ocean,SC1,Y,31.84641
3181,S724737,2019-12-22 07:19:07,A,Y,GB,IN,92.3,100.0,0.9,Ocean,SC1,Y,8.04942
3182,S725714,2019-05-04 19:15:49,A,Y,GB,IN,90.65,2000.0,0.9,Ocean,SC1,Y,23.0265
3183,S725729,2019-08-12 09:09:39,A,Y,GB,IN,84.85,150.0,0.9,Ocean,SC1,Y,8.81701
3184,S726705,2019-03-06 12:11:23,A,Y,GB,IN,92.78,100.0,0.75,Air,SC3,Y,5.41424
3185,S726714,2019-05-05 08:08:43,A,Y,GB,IN,90.65,105.0,0.9,Ocean,SC1,Y,28.39387
3186,S726729,2019-08-12 09:12:47,A,Y,GB,IN,84.85,150.0,0.9,Ocean,SC1,Y,18.83877
3187,S726735,2019-09-21 18:45:33,A,Y,GB,IN,87.71,80.0,0.9,Ocean,SC1,Y,12.8162
3188,S726737,2019-12-22 08:30:05,A,Y,GB,IN,91.86,275.0,0.9,Ocean,SC1,Y,28.54225
3189,S726738,2020-03-09 10:11:37,A,Y,GB,IN,96.7,303.5,1.05,Air,SC2,Y,5.39259
3190,S727709,2019-04-03 10:51:26,A,Y,GB,IN,89.99,1156.0,0.75,Air,SC3,Y,5.286569999999999
3191,S727714,2019-05-05 08:25:54,A,Y,GB,IN,90.74,285.0,1.05,Air,SC2,Y,5.36215
3192,S727737,2019-12-22 10:44:55,A,Y,GB,IN,91.24,30.0,0.75,Air,SC3,Y,5.10324
3193,S728711,2019-04-15 11:59:17,A,Y,GB,IN,90.5,1006.0,0.9,Ocean,SC1,Y,29.99502
3194,S728714,2019-05-05 09:18:39,A,Y,GB,IN,90.32,670.0,0.75,Air,SC3,Y,5.08009
3195,S728734,2019-09-11 10:32:54,A,Y,GB,IN,88.25,1006.0,0.9,Ocean,SC1,Y,9.39514
3196,S729706,2019-03-13 12:34:06,A,Y,GB,IN,90.9315,2008.0,0.9,Ocean,SC1,Y,30.23681
3197,S729723,2019-07-04 14:20:18,A,Y,GB,IN,85.75,405.0,0.9,Ocean,SC1,Y,10.974310000000001
3198,S729736,2019-11-06 14:41:35,A,Y,GB,IN,90.71,555.0,0.9,Ocean,SC1,Y,31.12211
3199,S729737,2019-12-22 12:19:22,A,Y,GB,IN,91.91,600.0,0.75,Air,SC3,Y,5.32685
3200,S730718,2019-05-31 16:34:20,A,Y,GB,IN,87.25,305.0,0.9,Ocean,SC1,Y,31.90509
3201,S730735,2019-09-22 11:01:22,A,Y,GB,IN,88.24,63.0,0.75,Air,SC3,Y,5.32373
3202,S730737,2019-12-22 16:11:57,A,Y,GB,IN,92.25,50.0,0.75,Air,SC3,Y,5.39387
3203,S730738,2020-03-09 11:51:40,A,Y,GB,IN,96.67,1357.0,1.05,Air,SC2,Y,5.3287
3204,S731721,2019-06-21 09:50:22,A,Y,GB,IN,87.49,234.0,0.75,Air,SC3,Y,5.40405
3205,S731735,2019-09-22 11:11:15,A,Y,GB,IN,87.71,229.0,0.9,Ocean,SC1,Y,29.661459999999998
3206,S731737,2019-12-22 16:15:17,A,Y,GB,IN,91.91,522.0,0.9,Ocean,SC1,Y,21.7728
3207,S732735,2019-09-22 11:21:15,A,Y,GB,IN,87.87,171.5,0.9,Ocean,SC1,Y,9.7309
3208,S732736,2019-11-06 15:51:17,A,Y,GB,IN,91.1,1006.0,0.9,Ocean,SC1,Y,21.60613
3209,S732737,2019-12-22 16:58:51,A,Y,GB,IN,92.38,285.0,0.75,Air,SC3,Y,5.39225
3210,S733723,2019-07-04 14:28:54,A,Y,GB,IN,85.75,806.0,0.9,Ocean,SC1,Y,21.034029999999998
3211,S733735,2019-09-22 11:37:34,A,Y,GB,IN,88.55,1140.5,0.75,Air,SC3,Y,5.254630000000001
3212,S733736,2019-11-06 16:06:24,A,Y,GB,IN,91.69,115.0,0.75,Air,SC3,Y,5.3875
3213,S733737,2019-12-22 18:06:28,A,Y,GB,IN,92.89,340.0,0.75,Air,SC3,Y,5.391780000000001
3214,S733738,2020-03-09 15:15:32,A,Y,GB,IN,96.6,340.0,1.05,Air,SC2,Y,5.31076
3215,S734736,2019-11-06 16:18:06,A,Y,GB,IN,91.99,996.0,1.05,Air,SC2,Y,5.239
3216,S734737,2019-12-22 22:16:01,A,Y,GB,IN,92.3,1633.2,0.9,Ocean,SC1,Y,14.27789
3217,S735733,2019-09-05 11:57:44,A,Y,GB,IN,88.35,571.0,0.9,Ocean,SC1,Y,9.98426
3218,S735738,2020-03-09 15:25:11,A,Y,GB,IN,96.89,1500.0,1.05,Air,SC2,Y,5.19491
3219,S736720,2019-06-13 09:16:50,A,Y,GB,IN,87.6,485.0,0.9,Ocean,SC1,Y,28.8669
3220,S736726,2019-07-25 15:36:57,A,Y,GB,IN,85.85,2008.0,0.9,Ocean,SC1,Y,21.5066
3221,S736738,2020-03-09 15:26:04,A,Y,GB,IN,96.55,210.54,0.75,Air,SC3,Y,5.15637
3222,S737735,2019-09-22 16:50:00,A,Y,GB,IN,88.21,380.0,0.75,Air,SC3,Y,5.14387
3223,S737736,2019-11-06 22:23:43,A,Y,GB,IN,91.72,555.0,0.75,Air,SC3,Y,5.17593
3224,S737738,2020-03-09 15:26:07,A,Y,GB,IN,96.6,210.54,1.05,Air,SC2,Y,5.19954
3225,S738713,2019-04-30 13:38:16,A,Y,GB,IN,90.86,135.0,0.75,Air,SC3,Y,5.29282
3226,S738721,2019-06-21 10:08:52,A,Y,GB,IN,87.58,1006.0,1.05,Air,SC2,Y,5.0320599999999995
3227,S738735,2019-09-22 18:18:39,A,Y,GB,IN,87.71,229.0,0.9,Ocean,SC1,Y,22.62951
3228,S738736,2019-11-06 23:10:22,A,Y,GB,IN,91.91,280.0,0.75,Air,SC3,Y,5.089580000000001
3229,S738737,2019-12-23 10:16:29,A,Y,GB,IN,92.25,1000.0,0.9,Ocean,SC1,Y,29.281129999999997
3230,S738738,2020-03-09 15:34:11,A,Y,GB,IN,96.9,163.5,1.05,Air,SC2,Y,5.22789
3231,S739707,2019-03-20 15:31:51,A,Y,GB,IN,90.95,130.0,1.05,Air,SC2,Y,5.19271
3232,S739735,2019-09-22 18:20:44,A,Y,GB,IN,87.71,228.5,0.9,Ocean,SC1,Y,12.64398
3233,S739736,2019-11-07 01:00:47,A,Y,GB,IN,91.43,200.0,1.05,Air,SC2,Y,5.02442
3234,S740712,2019-04-24 10:17:11,A,Y,GB,IN,89.8,2008.0,0.9,Ocean,SC1,Y,9.286
3235,S740718,2019-05-31 17:43:12,A,Y,GB,IN,87.25,2008.0,0.9,Ocean,SC1,Y,32.38333
3236,S740726,2019-07-25 15:42:58,A,Y,GB,IN,86.0,100.0,0.75,Air,SC3,Y,5.30891
3237,S740728,2019-08-06 10:13:33,A,Y,GB,IN,85.99,1000.0,1.05,Air,SC2,Y,5.25174
3238,S740735,2019-09-23 08:36:36,A,Y,GB,IN,87.79,290.0,0.75,Air,SC3,Y,5.2159699999999996
3239,S740736,2019-11-07 06:32:06,A,Y,GB,IN,91.77,1006.0,0.75,Air,SC3,Y,5.31725
3240,S740737,2019-12-23 10:58:58,A,Y,GB,IN,92.25,660.0,0.9,Ocean,SC1,Y,9.57616
3241,S741705,2019-03-06 13:07:07,A,Y,GB,IN,92.19,767.0,1.05,Air,SC2,Y,5.3809
3242,S741718,2019-05-31 20:31:16,A,Y,GB,IN,87.76,120.0,0.75,Air,SC3,Y,5.39884
3243,S741735,2019-09-23 08:45:05,A,Y,GB,IN,87.75,1006.0,0.9,Ocean,SC1,Y,18.64641
3244,S741736,2019-11-07 06:34:33,A,Y,GB,IN,91.75,1006.0,0.75,Air,SC3,Y,5.23264
3245,S741737,2019-12-23 11:00:09,A,Y,GB,IN,91.81,110.0,1.05,Air,SC2,Y,5.10694
3246,S742736,2019-11-07 09:00:45,A,Y,GB,IN,90.55,500.0,1.05,Air,SC2,Y,5.04387
3247,S742737,2019-12-23 11:39:27,A,Y,GB,IN,92.25,475.0,0.9,Ocean,SC1,Y,29.857290000000003
3248,S743717,2019-05-24 16:54:04,A,Y,GB,IN,87.9,1106.0,0.9,Ocean,SC1,Y,22.04213
3249,S743718,2019-06-01 06:35:21,A,Y,GB,IN,87.55,1155.0,1.05,Air,SC2,Y,5.027430000000001
3250,S743719,2019-06-06 12:28:44,A,Y,GB,IN,87.81,349.0,0.9,Ocean,SC1,Y,10.199539999999999
3251,S743736,2019-11-07 09:59:45,A,Y,GB,IN,90.85,999.0,0.9,Ocean,SC1,Y,19.16493
3252,S743737,2019-12-23 12:21:35,A,Y,GB,IN,92.53,547.0,1.05,Air,SC2,Y,5.1419
3253,S744705,2019-03-06 13:21:04,A,Y,GB,IN,92.19,767.0,0.75,Air,SC3,Y,5.0191
3254,S744718,2019-06-01 08:13:22,A,Y,GB,IN,87.28,235.0,0.75,Air,SC3,Y,5.2206
3255,S744735,2019-09-23 09:56:31,A,Y,GB,IN,87.52,46.0,0.75,Air,SC3,Y,5.0772
3256,S744736,2019-11-07 10:26:56,A,Y,GB,IN,90.85,226.0,0.9,Ocean,SC1,Y,19.3537
3257,S744737,2019-12-23 12:28:45,A,Y,GB,IN,91.96,200.0,0.75,Air,SC3,Y,5.33866
3258,S744738,2020-03-10 05:56:12,A,Y,GB,IN,96.6,2007.0,1.05,Air,SC2,Y,5.09375
3259,S745736,2019-11-07 10:28:33,A,Y,GB,IN,90.85,226.0,0.9,Ocean,SC1,Y,9.364930000000001
3260,S745737,2019-12-23 12:47:52,A,Y,GB,IN,91.7,796.0,0.9,Ocean,SC1,Y,30.33241
3261,S746717,2019-05-24 19:02:44,A,Y,GB,IN,87.9,226.0,0.9,Ocean,SC1,Y,12.93565
3262,S746727,2019-08-01 12:55:56,A,Y,GB,IN,83.02,50.0,0.9,Ocean,SC1,Y,10.38843
3263,S746736,2019-11-07 10:29:43,A,Y,GB,IN,90.85,226.0,0.9,Ocean,SC1,Y,19.37303
3264,S747703,2019-02-25 17:05:56,A,Y,GB,IN,92.45,550.0,0.9,Ocean,SC1,Y,22.12454
3265,S747712,2019-04-24 10:45:28,A,Y,GB,IN,89.8,1481.0,0.9,Ocean,SC1,Y,9.48241
3266,S747717,2019-05-24 19:29:44,A,Y,GB,IN,87.51,575.0,0.9,Ocean,SC1,Y,33.12315
3267,S747735,2019-09-23 11:14:37,A,Y,GB,IN,87.71,46.0,0.75,Air,SC3,Y,5.0410900000000005
3268,S747736,2019-11-07 10:34:05,A,Y,GB,IN,90.85,226.0,0.9,Ocean,SC1,Y,9.403360000000001
3269,S747737,2019-12-23 13:44:32,A,Y,GB,IN,91.7,1000.0,0.9,Ocean,SC1,Y,30.725929999999998
3270,S748714,2019-05-05 11:06:10,A,Y,GB,IN,90.94,155.0,0.9,Ocean,SC1,Y,19.626160000000002
3271,S748717,2019-05-24 19:38:10,A,Y,GB,IN,87.51,575.0,0.9,Ocean,SC1,Y,33.181709999999995
3272,S748729,2019-08-12 09:57:36,A,Y,GB,IN,84.85,245.0,0.9,Ocean,SC1,Y,19.15
3273,S748735,2019-09-23 11:24:43,A,Y,GB,IN,87.75,78.0,0.9,Ocean,SC1,Y,9.75498
3274,S748738,2020-03-10 13:33:37,A,Y,GB,IN,95.9,159.92,1.05,Air,SC2,Y,5.12905
3275,S749717,2019-05-24 20:06:25,A,Y,GB,IN,87.86,575.0,1.05,Air,SC2,Y,5.2144699999999995
3276,S749735,2019-09-23 11:33:00,A,Y,GB,IN,87.76,806.0,0.75,Air,SC3,Y,5.073840000000001
