,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
3590,YM53951,,6006.441801,No,Extended,College,2/17/11,Employed,M,,Urban,Divorced,77.0,29.0,48.0,0.0,5.0,Corporate Auto,Corporate L2,Offer1,Agent,,Four-Door Car,Medsize
3591,JO77924,Oregon,10010.14003,No,Extended,High School or Below,,Employed,,66371.0,Rural,Married,125.0,2.0,75.0,,5.0,Personal Auto,Personal L3,Offer2,,43.098747,SUV,Medsize
3592,EZ20115,,26305.41541,No,Basic,Bachelor,2/9/11,Employed,M,35300.0,Urban,Married,74.0,14.0,71.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,225.518065,Four-Door Car,Medsize
3593,DD88614,California,7096.598526,No,Extended,Doctor,1/21/11,Employed,,67735.0,Rural,Married,88.0,33.0,87.0,,3.0,Corporate Auto,Corporate L3,Offer3,,3.4637,Four-Door Car,Medsize
3594,BO21461,California,,No,Basic,College,1/10/11,Employed,M,98879.0,Rural,,,14.0,33.0,1.0,1.0,Personal Auto,,Offer4,Call Center,108.667642,Four-Door Car,Medsize
3595,,Oregon,29589.94128,,Basic,High School or Below,1/6/11,Unemployed,M,0.0,Suburban,Single,108.0,,74.0,0.0,2.0,,Corporate L1,Offer3,Branch,777.6,SUV,Medsize
3596,UB87714,Oregon,9667.129686,No,Extended,Master,1/27/11,Employed,M,72885.0,Rural,Divorced,124.0,35.0,88.0,2.0,6.0,Personal Auto,Personal L2,Offer1,Branch,233.676034,SUV,Medsize
3597,VW84197,Oregon,21941.85759,No,Basic,Bachelor,2/20/11,Employed,F,26378.0,Rural,,70.0,22.0,79.0,1.0,2.0,,Personal L3,Offer2,Branch,147.795699,,
3598,,Oregon,5548.031892,Yes,Basic,,,Employed,M,67798.0,Suburban,Divorced,69.0,,78.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize
3599,SP81997,Washington,7752.933281,No,Extended,Master,,Employed,F,41275.0,Rural,Married,96.0,29.0,16.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Branch,41.122303,,Large
3600,VH66357,,2769.72527,No,,College,,Employed,M,39646.0,Urban,Married,70.0,9.0,35.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,,Four-Door Car,Small
3601,IM30965,Oregon,2545.070274,No,Basic,High School or Below,2/15/11,Employed,M,71868.0,Suburban,Single,65.0,6.0,61.0,0.0,,Corporate Auto,Corporate L3,Offer4,Agent,312.0,Four-Door Car,Small
3602,TQ37204,Oregon,8629.329351,No,Basic,High School or Below,,Employed,F,59107.0,Urban,Married,107.0,29.0,57.0,0.0,,Personal Auto,Personal L2,Offer2,Branch,480.521227,SUV,
3603,NN54114,Arizona,,No,Basic,Bachelor,1/9/11,Unemployed,M,0.0,Suburban,Single,70.0,13.0,48.0,0.0,9.0,Personal Auto,Personal L3,,Branch,504.0,Four-Door Car,Medsize
3604,BI27443,Arizona,4896.562733,No,Extended,College,2/18/11,Employed,F,36428.0,Urban,Divorced,124.0,34.0,20.0,,1.0,Personal Auto,Personal L1,Offer2,Agent,559.412583,,Medsize
3605,WL86517,Nevada,4013.959621,No,Extended,Doctor,2/6/11,Employed,F,,Suburban,Married,,7.0,26.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,475.2,,Medsize
3606,HW40931,Oregon,10834.86984,No,Extended,College,1/6/11,Employed,F,34612.0,Suburban,,91.0,8.0,77.0,1.0,2.0,Special Auto,Special L1,Offer4,Web,655.2,Four-Door Car,Small
3607,NN44758,Arizona,,Yes,Premium,High School or Below,2/14/11,Employed,F,76157.0,Suburban,Married,116.0,15.0,80.0,0.0,1.0,,Personal L2,Offer2,Call Center,556.8,Two-Door Car,Small
3608,NQ18750,Oregon,29577.28414,No,Premium,College,2/16/11,Unemployed,M,0.0,Suburban,Single,106.0,34.0,13.0,0.0,2.0,,Personal L1,Offer2,Call Center,763.2,Two-Door Car,Small
3609,GC34791,Nevada,9259.729948,No,Basic,High School or Below,2/3/11,Disabled,M,17109.0,Suburban,Married,62.0,7.0,45.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,297.6,Two-Door Car,Medsize
3610,SY22123,California,6300.440231,No,Extended,College,1/5/11,Medical Leave,F,,Suburban,Single,85.0,20.0,83.0,,7.0,Personal Auto,Personal L3,Offer1,Agent,408.0,Four-Door Car,Medsize
3611,DY17416,Oregon,,No,Extended,College,2/7/11,Employed,M,49539.0,Urban,Single,79.0,15.0,83.0,0.0,5.0,Personal Auto,Personal L3,Offer2,Agent,286.938064,Two-Door Car,Medsize
3612,KE57057,California,2300.334605,No,Basic,High School or Below,,Unemployed,F,,Suburban,Single,66.0,9.0,10.0,1.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,475.2,Four-Door Car,Small
3613,AT24793,Oregon,6863.124573,No,Premium,College,1/16/11,,,,Suburban,Married,,10.0,65.0,0.0,1.0,Special Auto,Special L3,Offer3,,830.4,Sports Car,
3614,SL71998,Oregon,2797.759849,No,,College,1/18/11,Employed,M,63223.0,Suburban,Married,71.0,3.0,,0.0,1.0,Personal Auto,Personal L1,Offer3,Web,397.622116,Two-Door Car,Small
3615,AP66226,Nevada,4479.494223,No,,Bachelor,2/10/11,Medical Leave,M,,Suburban,Married,,15.0,51.0,4.0,3.0,Personal Auto,Personal L3,Offer1,Web,316.8,,Medsize
3616,HI91534,California,4571.509384,No,Basic,College,1/11/11,Employed,F,91485.0,Urban,Divorced,114.0,2.0,16.0,0.0,,Personal Auto,Personal L3,Offer3,,392.925712,SUV,Small
3617,TK61994,Oregon,6104.501453,No,Extended,College,2/28/11,Disabled,F,18690.0,Rural,Married,80.0,10.0,63.0,,5.0,Personal Auto,Personal L2,Offer1,Agent,18.192921,Four-Door Car,Medsize
3618,CW35098,Washington,3297.904615,,Extended,College,1/5/11,Unemployed,,0.0,Suburban,Single,91.0,3.0,78.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,655.2,Two-Door Car,Medsize
3619,WX30852,Arizona,2639.982596,No,Basic,Bachelor,2/4/11,Employed,F,69819.0,Rural,Married,66.0,24.0,20.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,21.00736,,Medsize
3620,SK69036,California,13780.48818,No,,,2/20/11,Employed,M,25708.0,Suburban,Divorced,118.0,21.0,44.0,0.0,,Personal Auto,Personal L1,Offer1,Branch,566.4,Four-Door Car,Small
3621,YI79084,Nevada,,No,,Doctor,1/17/11,Employed,,33738.0,Suburban,Single,,,97.0,,1.0,,Personal L1,,Agent,541.755353,,Medsize
3622,KF46546,Arizona,5789.352696,No,Basic,Bachelor,2/12/11,Employed,,,Rural,,72.0,2.0,71.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Agent,73.848672,Four-Door Car,
3623,GA71186,Nevada,13464.60289,No,Basic,High School or Below,1/6/11,Employed,M,83392.0,Urban,Married,112.0,20.0,34.0,,2.0,Personal Auto,Personal L2,Offer1,Agent,523.688037,SUV,Medsize
3624,KL65897,California,6331.338496,No,Extended,Bachelor,,Unemployed,,0.0,Rural,Married,87.0,3.0,82.0,0.0,3.0,Personal Auto,Personal L2,,Branch,94.714302,Two-Door Car,Medsize
3625,CF15086,California,3838.113442,No,Extended,College,1/11/11,Employed,M,76375.0,Rural,Married,96.0,21.0,81.0,,1.0,,Personal L3,Offer2,Branch,138.423414,Four-Door Car,Medsize
3626,HG40729,Oregon,11274.91011,,,College,2/11/11,Unemployed,M,0.0,Suburban,Single,114.0,22.0,39.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,
3627,VP55618,California,6052.003301,No,Extended,College,2/5/11,Employed,M,32330.0,Suburban,Divorced,79.0,16.0,27.0,1.0,9.0,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize
3628,ZL23478,California,33451.7935,No,Extended,Bachelor,2/11/11,Employed,F,85689.0,Urban,Married,92.0,5.0,8.0,0.0,2.0,,Corporate L3,Offer1,,237.946822,Four-Door Car,Small
3629,EY75197,Arizona,5611.926939,,,Bachelor,1/24/11,Unemployed,F,0.0,Suburban,Single,158.0,5.0,59.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,1137.6,SUV,Medsize
3630,SF11920,Arizona,5607.253592,No,Basic,College,,Employed,F,39507.0,Urban,Married,,32.0,17.0,0.0,5.0,Corporate Auto,Corporate L1,Offer1,,,Two-Door Car,Medsize
3631,,California,,No,Basic,Bachelor,1/18/11,Employed,F,,,Married,112.0,,59.0,0.0,8.0,,,Offer1,Branch,,SUV,Small
3632,HP73832,California,3796.547659,No,Extended,College,1/17/11,Employed,F,20217.0,Suburban,Married,96.0,16.0,30.0,2.0,1.0,Personal Auto,Personal L1,Offer2,Web,513.306893,Four-Door Car,Medsize
3633,,Oregon,3936.785538,No,Basic,Bachelor,2/28/11,Disabled,M,19245.0,Suburban,Married,106.0,28.0,61.0,,1.0,Personal Auto,Personal L3,Offer3,Web,508.8,SUV,Large
3634,ZM33786,Arizona,37150.82945,No,Basic,High School or Below,1/12/11,Disabled,F,17774.0,Rural,Married,108.0,0.0,64.0,0.0,2.0,Personal Auto,Personal L2,,Call Center,116.257094,SUV,Medsize
3635,LY19199,Oregon,4815.532839,No,Basic,Bachelor,1/26/11,Employed,M,80355.0,Rural,Divorced,62.0,26.0,33.0,1.0,3.0,Corporate Auto,Corporate L3,,Branch,83.390706,Two-Door Car,Medsize
3636,IX60436,Arizona,2853.370449,,,Bachelor,1/29/11,Employed,,65099.0,Suburban,Married,73.0,,19.0,2.0,1.0,Special Auto,Special L1,Offer2,Branch,350.4,Four-Door Car,Medsize
3637,UK29448,Oregon,2467.459952,No,,Bachelor,1/1/11,Unemployed,M,0.0,Suburban,Single,73.0,29.0,14.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,525.6,Two-Door Car,
3638,QA49556,Washington,5200.22777,No,Basic,Master,1/31/11,Employed,M,23401.0,Suburban,Single,66.0,17.0,34.0,0.0,3.0,,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize
3639,,,4594.263722,No,Basic,High School or Below,1/1/11,Unemployed,F,0.0,Rural,Married,63.0,11.0,10.0,1.0,3.0,Personal Auto,Personal L2,Offer4,Call Center,139.331764,Four-Door Car,
3640,KD63903,Arizona,8586.662939,No,Basic,College,2/27/11,Unemployed,M,0.0,Suburban,Married,118.0,,32.0,0.0,5.0,Personal Auto,Personal L1,Offer3,Call Center,566.4,SUV,Medsize
3641,GV62858,California,4091.934934,No,Premium,Bachelor,2/23/11,Employed,F,38692.0,Suburban,Married,,16.0,8.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,502.443591,Four-Door Car,Medsize
3642,DN66715,California,,Yes,,Master,2/3/11,Employed,F,97131.0,Suburban,Married,64.0,5.0,80.0,0.0,6.0,Personal Auto,,Offer2,Agent,307.2,Four-Door Car,Small
3643,LU30834,Oregon,14230.3242,No,Basic,Bachelor,2/22/11,Employed,F,78046.0,Suburban,Divorced,119.0,,91.0,,2.0,Personal Auto,Personal L3,Offer1,Call Center,759.119999,SUV,Small
3644,HN35280,Arizona,2446.664534,No,Basic,Bachelor,2/13/11,Employed,M,82225.0,Suburban,Divorced,61.0,,27.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize
3645,DG21323,California,4758.564558,No,,High School or Below,2/13/11,Unemployed,F,0.0,Suburban,Single,,29.0,36.0,0.0,9.0,Personal Auto,Personal L3,Offer3,Branch,607.733606,Four-Door Car,Medsize
3646,KD16729,Nevada,6645.928117,No,Extended,College,,Employed,M,21144.0,Urban,Married,86.0,6.0,98.0,,8.0,Personal Auto,Personal L2,,Branch,391.446775,Two-Door Car,Medsize
3647,WO17738,Oregon,,No,Premium,High School or Below,1/15/11,Employed,F,36645.0,Suburban,Single,112.0,21.0,50.0,0.0,7.0,Corporate Auto,Corporate L3,Offer2,Agent,614.082146,Four-Door Car,Large
3648,VB22338,,4110.620178,No,,High School or Below,,Employed,,31842.0,Urban,Single,,7.0,,0.0,1.0,Special Auto,Special L3,Offer4,,406.348084,SUV,Small
3649,JU66696,California,9810.407902,No,Extended,Master,2/20/11,Unemployed,F,0.0,Suburban,Married,131.0,15.0,90.0,0.0,8.0,Corporate Auto,Corporate L2,Offer3,Branch,628.8,Sports Car,
3650,AE60813,Oregon,4993.025273,No,Basic,,2/17/11,Employed,F,75090.0,Rural,,63.0,,67.0,1.0,7.0,Personal Auto,Personal L3,,Branch,101.34165,Four-Door Car,
3651,AS99827,Oregon,4463.607161,No,Basic,Bachelor,2/12/11,Unemployed,,0.0,Suburban,Single,62.0,15.0,95.0,0.0,6.0,Personal Auto,Personal L1,Offer1,Branch,567.343266,Four-Door Car,
3652,,Oregon,2895.213818,No,Basic,High School or Below,2/5/11,Employed,F,72014.0,,Married,72.0,24.0,58.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,188.204234,Four-Door Car,Medsize
3653,KX82226,Arizona,3185.17031,No,Extended,High School or Below,2/20/11,Medical Leave,M,,Suburban,Single,92.0,14.0,,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,441.6,,Medsize
3654,MA43940,,9343.198788,No,,,2/13/11,Employed,M,75909.0,Suburban,,117.0,23.0,77.0,0.0,3.0,Special Auto,Special L3,Offer3,Branch,561.6,Sports Car,Medsize
3655,JL93248,,7296.535053,No,Basic,High School or Below,2/12/11,Disabled,F,,Suburban,Divorced,64.0,21.0,90.0,0.0,2.0,,Personal L3,Offer1,Branch,307.2,Four-Door Car,Small
3656,PY98628,Arizona,5568.947534,Yes,Extended,High School or Below,1/1/11,Unemployed,M,0.0,Suburban,Single,79.0,21.0,53.0,1.0,7.0,Personal Auto,Personal L2,Offer1,,407.440238,Two-Door Car,Medsize
3657,GX32768,Oregon,7627.026893,,Basic,Bachelor,1/4/11,Unemployed,,,Suburban,Single,74.0,1.0,,,2.0,Corporate Auto,Corporate L2,Offer1,Agent,807.279979,Four-Door Car,Medsize
3658,AM89558,Nevada,4636.54647,Yes,Basic,College,1/1/11,Retired,M,,Suburban,Married,66.0,7.0,43.0,1.0,5.0,Corporate Auto,Corporate L3,,,316.8,Two-Door Car,Medsize
3659,EL41362,California,5329.12883,No,Basic,College,2/11/11,Employed,F,99839.0,,Married,66.0,17.0,,0.0,3.0,Personal Auto,Personal L2,Offer3,Agent,468.203397,Four-Door Car,
3660,XK91603,California,2478.235474,No,Basic,College,2/4/11,Employed,F,24186.0,Suburban,Single,,,11.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Medsize
3661,MG77033,California,5522.769962,No,Basic,College,2/15/11,Employed,M,46971.0,Rural,Married,69.0,26.0,21.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,120.109061,Four-Door Car,Large
3662,OM70085,Oregon,,,,Bachelor,2/7/11,Unemployed,F,,Suburban,Single,83.0,,13.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Agent,483.577807,Four-Door Car,Medsize
3663,NB57112,Oregon,,No,Basic,Bachelor,2/22/11,Unemployed,F,0.0,Suburban,Single,117.0,24.0,8.0,1.0,6.0,Personal Auto,Personal L2,Offer2,Agent,842.4,,Medsize
3664,WH60140,Arizona,2356.702311,,,Bachelor,1/19/11,Unemployed,M,0.0,Suburban,,69.0,22.0,11.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,496.8,Two-Door Car,Small
3665,FV92759,Oregon,,Yes,Basic,College,,Unemployed,F,0.0,Suburban,Divorced,66.0,16.0,,4.0,1.0,Personal Auto,,Offer1,Branch,316.8,Four-Door Car,Small
3666,,Nevada,2810.464447,Yes,Basic,Bachelor,2/27/11,Employed,M,,Suburban,Married,71.0,4.0,41.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize
3667,BY84257,Arizona,2379.614363,No,Basic,College,2/10/11,Unemployed,M,0.0,Suburban,Single,71.0,28.0,,0.0,1.0,Special Auto,Special L1,Offer4,Branch,747.107317,Four-Door Car,Medsize
3668,,,2410.105206,No,Basic,Bachelor,,Medical Leave,,16258.0,,Married,64.0,13.0,84.0,0.0,1.0,Personal Auto,Personal L2,,Branch,307.2,Two-Door Car,Medsize
3669,OE15600,California,2544.969754,No,,College,2/6/11,Employed,M,91169.0,Rural,Single,65.0,5.0,50.0,0.0,1.0,Personal Auto,Personal L3,Offer2,,139.745936,Two-Door Car,Medsize
3670,BU81591,California,10153.88899,No,Extended,College,2/15/11,Unemployed,M,0.0,Suburban,Married,90.0,33.0,,0.0,2.0,Corporate Auto,Corporate L1,Offer1,,432.0,Four-Door Car,Large
3671,XL44677,California,2300.691547,Yes,Basic,Bachelor,1/15/11,Retired,M,25905.0,Suburban,Divorced,63.0,21.0,,0.0,1.0,,Personal L1,Offer1,Agent,302.4,,
3672,,Oregon,10145.44091,No,Extended,High School or Below,1/19/11,Employed,M,44577.0,Suburban,Single,131.0,27.0,7.0,0.0,9.0,Personal Auto,Personal L1,Offer2,Branch,640.491537,SUV,Medsize
3673,VJ24328,Oregon,2599.04158,No,Basic,High School or Below,2/21/11,Employed,M,53021.0,Suburban,Married,68.0,28.0,,4.0,1.0,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
3674,XW63353,Oregon,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980.0,Suburban,Married,84.0,33.0,70.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Agent,,Two-Door Car,
3675,JZ31045,California,2721.589169,,Basic,College,2/4/11,Employed,F,,Urban,Married,,6.0,,0.0,1.0,Personal Auto,,Offer3,Branch,318.660896,Four-Door Car,Medsize
3676,UM27359,Arizona,7524.88292,No,Basic,Bachelor,2/15/11,Employed,M,49530.0,Urban,Married,63.0,8.0,64.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Web,278.24204,Four-Door Car,Medsize
3677,ND71187,Arizona,9487.721906,No,Extended,Master,2/26/11,Employed,M,56233.0,Suburban,,79.0,,61.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Agent,558.746277,Four-Door Car,Large
3678,YR63096,Nevada,5977.78537,,Basic,High School or Below,1/14/11,Employed,F,79140.0,Suburban,Married,74.0,9.0,,0.0,9.0,Corporate Auto,Corporate L3,Offer1,Agent,487.930161,Four-Door Car,Small
3679,SN21895,Arizona,6411.117312,No,Extended,Bachelor,,Medical Leave,F,13088.0,Suburban,Married,82.0,29.0,77.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,,Four-Door Car,Small
3680,FY90924,Arizona,2944.180861,No,,High School or Below,1/5/11,Employed,F,73601.0,Urban,Married,73.0,10.0,42.0,,,Personal Auto,,Offer2,Agent,339.938915,Four-Door Car,Medsize
3681,CN30964,California,6685.797205,No,Extended,Bachelor,2/26/11,Employed,F,31517.0,Suburban,Married,84.0,33.0,74.0,2.0,3.0,,Personal L3,Offer4,,604.8,Two-Door Car,Small
3682,BN14307,Oregon,4692.660787,No,Basic,College,2/2/11,Unemployed,M,0.0,,,69.0,24.0,23.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Call Center,549.271947,Two-Door Car,Medsize
3683,,California,4502.667305,No,Basic,High School or Below,2/19/11,,M,0.0,Suburban,Single,69.0,28.0,29.0,2.0,3.0,Personal Auto,Personal L3,Offer3,Branch,,,Medsize
3684,RL28918,California,16504.96173,No,Basic,High School or Below,2/21/11,Employed,M,42148.0,,Married,104.0,4.0,29.0,0.0,,Personal Auto,Personal L1,Offer3,Branch,366.978793,SUV,Small
3685,SR74929,,9460.17545,No,Extended,High School or Below,,Unemployed,F,0.0,Suburban,Single,133.0,23.0,32.0,0.0,6.0,Personal Auto,Personal L1,Offer1,Call Center,1443.455106,SUV,Medsize
3686,HK93338,Washington,7931.722181,No,Basic,High School or Below,2/20/11,Disabled,F,,Suburban,Divorced,69.0,18.0,14.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,470.097411,Four-Door Car,Medsize
3687,QR53727,Arizona,7974.390276,,,High School or Below,2/28/11,Unemployed,F,0.0,Suburban,Single,109.0,5.0,64.0,0.0,4.0,Personal Auto,Personal L3,,Web,523.2,SUV,Medsize
3688,,Oregon,5054.334903,No,Basic,Doctor,2/20/11,Employed,F,22241.0,Suburban,Married,63.0,1.0,1.0,0.0,6.0,Personal Auto,,Offer2,Web,343.159148,,Medsize
3689,UD77728,Arizona,5657.806998,No,Basic,Bachelor,2/26/11,Employed,,23550.0,Urban,Married,72.0,17.0,,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,222.751524,Four-Door Car,Medsize
3690,GP13187,California,14917.33495,,Basic,Master,1/12/11,Unemployed,F,0.0,Suburban,Married,190.0,1.0,36.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,1368.0,Luxury Car,Medsize
3691,AQ70619,California,13046.65319,No,Basic,High School or Below,1/8/11,Employed,M,71024.0,Urban,Married,65.0,26.0,96.0,,2.0,Corporate Auto,Corporate L3,Offer1,,,Four-Door Car,Medsize
3692,IP65887,Oregon,38410.59556,No,Basic,,2/26/11,Employed,,71644.0,Suburban,Married,105.0,19.0,,,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,504.0,SUV,Medsize
3693,KS98084,California,5069.071361,No,Basic,Master,2/7/11,Employed,,50363.0,Rural,Married,63.0,24.0,40.0,,8.0,Personal Auto,Personal L3,Offer3,Agent,12.744774,Four-Door Car,Medsize
3694,QU55718,California,10978.7834,No,Extended,Bachelor,2/12/11,Employed,F,92914.0,Suburban,Married,136.0,24.0,55.0,0.0,8.0,Personal Auto,Personal L1,Offer1,Agent,979.2,Sports Car,Large
3695,TS31417,Washington,39769.55524,No,Basic,College,1/26/11,Medical Leave,,16645.0,Suburban,,117.0,19.0,92.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Web,696.9628,SUV,Medsize
3696,QG83213,California,6559.34766,No,Extended,College,2/27/11,Unemployed,,0.0,Suburban,Single,94.0,7.0,8.0,0.0,6.0,Personal Auto,Personal L2,Offer2,Agent,451.2,Four-Door Car,
3697,SA40041,Washington,5749.883799,No,Basic,,2/22/11,Employed,F,22814.0,Suburban,Divorced,,16.0,59.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Agent,360.773462,Four-Door Car,Small
3698,,Oregon,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828.0,Suburban,Married,106.0,11.0,54.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
3699,FO13070,California,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066.0,Suburban,Single,,,0.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize
3700,VL97142,Oregon,26200.83423,No,,College,,Employed,M,68507.0,Rural,Married,110.0,5.0,29.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,140.196942,SUV,Medsize
3701,CI57475,Arizona,3272.010846,,Extended,College,1/18/11,Unemployed,F,0.0,Suburban,Married,87.0,13.0,6.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,626.4,Four-Door Car,Small
3702,KJ19260,Arizona,4682.249396,No,Basic,College,2/3/11,Employed,,37929.0,Rural,Divorced,61.0,21.0,35.0,0.0,5.0,Corporate Auto,Corporate L2,,Call Center,120.436587,Four-Door Car,Medsize
3703,GN93462,California,6496.197101,No,Extended,,1/22/11,Employed,M,89285.0,Rural,,81.0,25.0,3.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,109.032565,Four-Door Car,Medsize
3704,QB86817,Oregon,7446.812516,No,Extended,High School or Below,1/15/11,Employed,F,,,Divorced,93.0,21.0,68.0,0.0,8.0,Personal Auto,Personal L1,Offer2,Agent,377.422029,Four-Door Car,Medsize
3705,AZ68072,Oregon,4549.337013,No,Basic,Bachelor,1/24/11,Medical Leave,F,23650.0,,,61.0,5.0,10.0,2.0,3.0,Personal Auto,Personal L2,Offer1,Agent,14.095914,Four-Door Car,Medsize
3706,MZ43298,California,5200.076742,No,,Bachelor,2/19/11,,F,,Urban,Single,,31.0,42.0,0.0,,Corporate Auto,Corporate L2,Offer1,,523.733793,SUV,
3707,KS12490,Oregon,10594.13249,No,,High School or Below,,Employed,M,64669.0,Suburban,Married,131.0,22.0,32.0,0.0,6.0,Personal Auto,Personal L3,Offer4,Call Center,628.8,Sports Car,Small
3708,TL18087,Washington,3059.282091,No,Extended,Bachelor,2/27/11,Employed,,65083.0,,Married,77.0,30.0,68.0,0.0,1.0,Personal Auto,Personal L2,Offer2,,369.6,Four-Door Car,
3709,ZT18953,Oregon,8181.715637,No,Basic,Bachelor,2/14/11,Unemployed,,0.0,,Married,109.0,25.0,93.0,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Branch,523.2,SUV,Medsize
3710,EF13716,Oregon,2697.328799,No,Basic,,2/14/11,Employed,M,60462.0,Urban,Married,68.0,14.0,10.0,1.0,1.0,Personal Auto,Personal L3,,Agent,,Four-Door Car,Large
3711,RN87402,California,10369.3874,No,Basic,College,2/8/11,Unemployed,F,,,Married,69.0,,,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,,Four-Door Car,Small
3712,RJ40995,Arizona,,Yes,Basic,,,Employed,M,36631.0,Rural,Divorced,62.0,30.0,77.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,67.530904,Four-Door Car,Large
3713,GB47529,Oregon,5396.372449,,Extended,High School or Below,2/6/11,Employed,F,40308.0,Suburban,Divorced,136.0,4.0,69.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Web,652.8,Sports Car,Medsize
3714,MB63131,Oregon,4652.886703,No,Basic,Bachelor,2/28/11,Unemployed,F,0.0,Suburban,Married,64.0,5.0,18.0,1.0,6.0,Corporate Auto,Corporate L2,Offer1,Call Center,307.2,Four-Door Car,Medsize
3715,KN57002,Arizona,9015.915395,No,Extended,Bachelor,1/23/11,Unemployed,M,0.0,Suburban,Single,130.0,32.0,,0.0,4.0,Corporate Auto,Corporate L2,Offer1,Agent,936.0,SUV,
3716,,Oregon,7857.357595,No,Basic,High School or Below,1/13/11,Employed,M,85067.0,Urban,Married,65.0,34.0,,0.0,2.0,Personal Auto,Personal L3,,,,Four-Door Car,
3717,CS70768,California,,No,Basic,High School or Below,1/24/11,Unemployed,F,0.0,Suburban,Single,64.0,27.0,1.0,0.0,,Personal Auto,Personal L3,,Branch,460.8,Four-Door Car,Medsize
3718,XY33610,Washington,15695.53941,No,Basic,College,1/27/11,Employed,,97750.0,Urban,Divorced,65.0,15.0,51.0,0.0,2.0,Personal Auto,,,Agent,303.002922,Four-Door Car,Medsize
3719,LO17953,Oregon,5219.199247,No,Basic,Doctor,2/27/11,Employed,F,38704.0,,Married,65.0,10.0,,0.0,,Personal Auto,Personal L3,Offer2,,9.716628,Four-Door Car,Large
3720,,California,2582.408525,Yes,Basic,Bachelor,2/14/11,,,76731.0,Urban,Married,64.0,2.0,68.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,201.455005,Four-Door Car,Medsize
3721,BM27144,California,7653.283759,No,,College,1/31/11,,F,57446.0,Rural,Divorced,64.0,20.0,30.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,77.451706,,Medsize
3722,EA14700,California,,No,Basic,Bachelor,1/26/11,Unemployed,M,0.0,,Single,73.0,9.0,83.0,0.0,6.0,Personal Auto,Personal L3,,Call Center,525.6,Two-Door Car,Small
