,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
1423,MI,59.0,415,No,No,0,204.3,65,34.73,247.3,123.0,21.02,214.7,94,9.66,12.0,4,3.24,1.0,False
1424,ND,132.0,510,No,No,0,163.2,80,27.74,167.6,,14.25,87.5,90,,6.2,10,1.67,1.0,False
1425,SD,93.0,415,No,No,0,176.1,103,29.94,199.7,130.0,16.97,263.9,96,11.88,8.5,6,2.3,2.0,False
1426,NJ,147.0,415,No,Yes,36,254.2,78,,228.1,105.0,19.39,98.0,125,4.41,13.8,7,3.73,5.0,False
1427,AK,101.0,510,No,No,0,174.9,105,29.73,262.0,75.0,22.27,210.0,93,,8.5,5,2.3,1.0,False
1428,CT,125.0,415,Yes,No,0,187.3,118,31.84,160.7,111.0,13.66,263.8,112,11.87,9.6,2,2.59,0.0,True
1429,CO,63.0,415,No,No,0,211.8,84,36.01,230.9,137.0,19.63,217.1,99,9.77,10.7,9,2.89,,False
1430,MD,107.0,415,No,No,0,241.9,102,41.12,126.9,117.0,10.79,185.6,92,8.35,11.7,6,3.16,0.0,False
1431,MN,117.0,408,No,No,0,161.6,104,27.47,196.3,,16.69,294.8,111,13.27,13.8,2,3.73,1.0,False
1432,KY,124.0,415,No,No,0,194.0,103,32.98,241.0,116.0,20.49,227.5,153,10.24,11.9,5,3.21,0.0,False
1433,NH,115.0,510,No,No,0,109.7,148,18.65,223.8,87.0,19.02,240.3,96,10.81,15.4,8,4.16,3.0,False
1434,CO,156.0,408,Yes,No,0,277.0,119,47.09,238.3,106.0,20.26,94.4,96,4.25,8.3,3,2.24,1.0,False
1435,KY,89.0,408,No,No,0,192.1,83,32.66,163.6,88.0,13.91,169.7,138,7.64,6.1,3,1.65,0.0,False
1436,KY,72.0,415,No,No,0,198.4,147,33.73,216.9,121.0,18.44,112.8,125,5.08,13.1,4,3.54,0.0,False
1437,OR,53.0,415,No,No,0,184.8,98,31.42,216.4,125.0,18.39,141.1,116,6.35,18.4,3,4.97,,False
1438,SD,116.0,408,No,No,0,167.8,119,28.53,142.0,123.0,12.07,190.7,128,8.58,7.3,4,1.97,2.0,False
1439,DE,78.0,408,No,No,0,139.2,140,23.66,191.4,113.0,16.27,286.5,125,12.89,11.8,3,3.19,3.0,False
1440,NE,56.0,510,No,No,0,121.6,84,,165.3,115.0,14.05,243.9,95,,8.9,2,2.4,1.0,False
1441,OH,123.0,408,No,Yes,39,270.4,99,45.97,245.1,110.0,20.83,108.9,113,4.9,15.4,7,4.16,1.0,False
1442,AR,,415,No,Yes,23,253.0,78,43.01,138.9,121.0,11.81,277.8,104,12.5,11.8,3,3.19,2.0,False
1443,WI,102.0,408,No,No,0,200.6,106,34.1,152.5,127.0,12.96,199.4,128,8.97,7.7,2,2.08,3.0,False
1444,OR,95.0,415,No,No,0,167.6,96,28.49,176.0,89.0,14.96,250.9,113,11.29,13.4,6,3.62,2.0,False
1445,VA,102.0,408,No,No,0,156.5,67,26.61,204.3,103.0,17.37,141.9,72,6.39,9.9,2,2.67,2.0,False
1446,AR,89.0,415,No,Yes,25,215.1,140,36.57,197.4,69.0,16.78,162.1,117,7.29,10.6,10,2.86,1.0,False
1447,CT,50.0,408,No,No,0,301.7,82,51.29,167.1,118.0,14.2,72.2,89,,10.5,6,2.84,1.0,False
1448,OH,93.0,415,No,Yes,42,152.3,90,25.89,267.5,,22.74,266.9,130,12.01,11.3,5,3.05,7.0,False
1449,WY,68.0,510,No,No,0,195.4,116,33.22,212.1,,18.03,138.4,134,6.23,15.1,11,4.08,1.0,False
1450,IL,70.0,408,No,No,0,208.7,97,35.48,275.5,,23.42,182.5,122,8.21,8.0,3,2.16,2.0,False
1451,MO,138.0,415,No,Yes,29,190.1,87,32.32,223.2,123.0,18.97,256.2,130,11.53,14.2,6,3.83,0.0,False
1452,MA,112.0,415,No,Yes,17,183.2,95,31.14,252.8,125.0,21.49,156.7,95,7.05,9.7,3,2.62,0.0,False
1453,NH,117.0,510,Yes,No,0,54.2,100,9.21,303.2,84.0,25.77,171.8,84,7.73,8.6,2,2.32,1.0,True
1454,IA,1.0,408,No,Yes,26,208.0,115,35.36,185.0,113.0,15.73,177.7,144,8.0,8.1,9,2.19,1.0,False
1455,AL,70.0,415,No,No,0,230.3,110,,77.9,,6.62,247.1,105,11.12,13.2,4,3.56,1.0,False
1456,WV,52.0,510,No,Yes,21,195.7,119,33.27,106.2,95.0,9.03,157.4,94,7.08,5.3,3,1.43,2.0,False
1457,NV,105.0,408,No,No,0,166.1,93,28.24,175.9,106.0,14.95,243.5,55,10.96,16.2,3,4.37,2.0,False
1458,SC,77.0,510,No,Yes,28,135.9,117,23.1,244.5,102.0,20.78,207.5,74,9.34,11.5,3,3.11,4.0,True
1459,NC,80.0,415,Yes,No,0,189.1,122,32.15,223.2,92.0,18.97,269.0,116,12.11,13.9,3,3.75,2.0,True
1460,NH,,510,No,Yes,43,177.9,117,30.24,175.1,70.0,14.88,161.3,117,,11.5,4,3.11,,False
1461,WY,,408,No,Yes,39,143.9,73,24.46,210.3,117.0,17.88,129.2,117,5.81,12.5,8,3.38,2.0,False
1462,FL,148.0,510,Yes,No,0,148.2,138,,159.6,123.0,13.57,197.4,62,,8.6,3,2.32,2.0,False
1463,PA,119.0,408,No,No,0,287.1,115,48.81,159.3,,13.54,216.8,86,9.76,13.9,1,3.75,2.0,True
1464,MO,85.0,510,No,No,0,165.8,96,28.19,190.0,141.0,16.15,144.0,116,,10.9,3,2.94,5.0,True
1465,KS,101.0,510,No,Yes,25,144.1,144,24.5,167.6,,14.25,240.0,107,10.8,14.5,3,3.92,1.0,False
1466,KY,172.0,415,No,No,0,172.5,85,29.33,253.1,71.0,21.51,221.6,113,9.97,5.9,6,1.59,0.0,False
1467,DE,80.0,415,No,No,0,199.8,138,33.97,167.1,91.0,14.2,271.8,94,12.23,5.5,4,1.49,1.0,False
1468,WI,67.0,510,No,No,0,109.1,134,,142.3,76.0,12.1,91.2,86,4.1,10.9,5,2.94,2.0,False
1469,CO,86.0,408,No,No,0,171.8,106,29.21,301.7,44.0,25.64,139.4,108,6.27,9.7,5,2.62,1.0,False
1470,NM,107.0,415,No,No,0,222.3,101,,286.0,111.0,24.31,249.4,117,11.22,12.1,4,3.27,1.0,True
1471,DE,133.0,510,No,No,0,245.8,102,41.79,264.7,90.0,22.5,111.7,103,,11.2,7,3.02,0.0,False
1472,IL,116.0,510,No,No,0,164.6,110,27.98,270.6,103.0,23.0,230.4,109,10.37,8.0,3,2.16,0.0,False
1473,WA,63.0,408,No,No,0,211.7,107,35.99,271.7,77.0,23.09,203.3,108,9.15,7.4,7,2.0,,False
1474,MA,119.0,408,Yes,Yes,16,147.2,103,,160.1,96.0,13.61,184.0,120,8.28,7.7,2,2.08,,True
1475,OH,133.0,408,Yes,No,0,254.7,103,43.3,252.2,80.0,21.44,178.1,103,8.01,8.0,3,2.16,0.0,True
1476,TN,94.0,408,Yes,No,0,170.1,113,28.92,271.8,94.0,23.1,110.7,78,4.98,8.7,4,2.35,1.0,False
1477,MA,69.0,510,No,No,0,195.1,91,33.17,261.5,57.0,22.23,203.8,90,9.17,11.4,5,3.08,0.0,False
1478,MI,146.0,408,No,No,0,149.3,83,,187.1,130.0,15.9,149.8,100,6.74,7.9,4,2.13,7.0,True
1479,NH,,408,Yes,Yes,25,191.1,109,32.49,149.6,120.0,12.72,227.8,60,10.25,9.8,3,2.65,0.0,False
1480,MD,,408,No,No,0,206.9,115,,224.4,86.0,19.07,197.4,60,8.88,8.3,2,2.24,3.0,False
1481,MS,101.0,408,No,No,0,239.0,156,40.63,273.0,106.0,23.21,278.2,93,12.52,13.5,8,3.65,1.0,True
1482,AZ,43.0,415,No,No,0,179.3,97,30.48,252.7,,21.48,227.5,114,10.24,8.0,5,2.16,0.0,False
1483,IN,69.0,408,No,No,0,185.3,91,31.5,219.1,88.0,18.62,243.6,107,10.96,5.5,5,1.49,0.0,False
1484,NY,15.0,510,Yes,No,0,141.4,80,24.04,123.9,76.0,10.53,323.5,88,14.56,8.1,3,2.19,2.0,False
1485,WV,67.0,510,No,No,0,152.5,131,25.93,252.4,107.0,21.45,185.4,104,8.34,4.9,3,1.32,2.0,False
1486,NY,99.0,415,No,No,0,145.6,102,24.75,230.9,87.0,19.63,181.5,86,8.17,11.4,7,3.08,1.0,False
1487,OK,46.0,415,No,No,0,164.2,116,27.91,196.2,153.0,16.68,236.1,119,10.62,8.1,1,2.19,1.0,False
1488,NC,55.0,408,Yes,No,0,221.0,115,37.57,165.4,97.0,14.06,235.4,117,10.59,9.7,4,2.62,,False
1489,KY,39.0,415,No,No,0,295.4,126,50.22,232.1,117.0,19.73,204.4,123,9.2,11.5,2,3.11,1.0,True
1490,TX,92.0,510,No,No,0,139.8,98,23.77,174.9,143.0,14.87,201.6,135,9.07,9.4,7,2.54,2.0,False
1491,CT,56.0,415,No,No,0,162.3,99,,149.1,78.0,12.67,255.5,115,11.5,14.8,1,4.0,4.0,True
1492,NE,76.0,415,No,No,0,272.7,97,46.36,236.4,95.0,20.09,235.5,105,,7.7,2,2.08,0.0,True
1493,HI,132.0,408,Yes,Yes,33,200.3,75,,226.6,67.0,19.26,198.8,91,8.95,12.9,3,3.48,2.0,False
1494,AK,51.0,510,Yes,Yes,12,135.8,60,23.09,200.6,134.0,17.05,192.4,98,8.66,12.3,7,3.32,2.0,False
1495,SD,27.0,408,No,No,0,236.7,110,40.24,231.9,92.0,19.71,164.7,85,,12.7,6,3.43,1.0,False
1496,ID,224.0,510,No,No,0,111.4,133,,175.0,66.0,14.88,217.2,106,9.77,5.5,6,1.49,3.0,False
1497,OK,105.0,510,Yes,Yes,28,156.1,89,,107.1,114.0,9.1,167.7,95,7.55,14.7,3,3.97,,True
1498,WA,117.0,408,No,No,0,191.1,93,32.49,282.8,56.0,24.04,84.8,118,3.82,12.0,4,3.24,2.0,False
1499,VA,146.0,415,No,No,0,205.4,101,34.92,134.9,,11.47,310.5,83,13.97,10.3,2,2.78,3.0,False
1500,WI,147.0,415,Yes,No,0,225.2,111,38.28,184.9,98.0,15.72,143.2,146,6.44,9.9,1,2.67,0.0,True
1501,IN,68.0,510,No,No,0,249.9,127,42.48,254.5,118.0,21.63,273.2,98,12.29,8.9,6,2.4,,True
1502,NM,68.0,408,No,No,0,131.6,89,22.37,137.0,109.0,11.65,256.3,107,11.53,10.2,5,2.75,3.0,False
1503,VT,159.0,415,No,No,0,275.8,103,46.89,189.5,,16.11,223.9,93,10.08,7.4,5,2.0,2.0,True
1504,AZ,134.0,415,No,Yes,40,142.9,105,24.29,88.6,61.0,7.53,290.0,96,13.05,10.8,6,2.92,1.0,False
1505,VT,,510,No,No,0,207.2,113,35.22,256.0,80.0,21.76,211.0,87,9.49,9.9,1,2.67,1.0,False
1506,MO,132.0,408,No,No,0,206.2,100,35.05,211.2,118.0,17.95,196.2,122,8.83,10.2,6,2.75,1.0,False
1507,NJ,93.0,510,Yes,Yes,38,225.7,117,38.37,119.6,122.0,10.17,193.2,125,8.69,14.0,7,3.78,1.0,True
1508,WA,174.0,408,No,Yes,33,167.8,91,28.53,205.3,91.0,17.45,130.0,132,5.85,14.5,4,3.92,4.0,True
1509,NY,61.0,415,No,No,0,197.7,118,33.61,152.2,,12.94,221.0,93,9.95,7.0,3,1.89,,False
1510,DC,91.0,415,No,Yes,39,169.8,105,28.87,65.2,116.0,5.54,144.4,92,6.5,10.9,4,2.94,,False
1511,NE,88.0,408,No,Yes,28,190.6,104,32.4,237.3,105.0,20.17,211.6,116,9.52,9.8,1,2.65,2.0,False
1512,MA,88.0,408,No,Yes,45,80.3,140,13.65,153.3,101.0,13.03,309.2,123,13.91,12.8,3,3.46,2.0,False
1513,NM,182.0,415,No,No,0,69.1,114,11.75,230.3,109.0,19.58,256.7,96,11.55,6.5,4,1.76,,False
1514,CO,118.0,408,No,No,0,188.8,60,32.1,217.4,64.0,18.48,220.1,100,9.9,8.2,7,2.21,4.0,False
1515,NH,103.0,408,No,No,0,150.6,125,25.6,169.1,126.0,14.37,221.2,104,9.95,10.4,8,2.81,8.0,True
1516,IL,65.0,510,No,No,0,192.0,89,,139.5,88.0,11.86,187.4,102,8.43,5.5,4,1.49,2.0,False
1517,UT,61.0,408,No,Yes,25,163.7,78,27.83,113.2,112.0,9.62,134.1,118,6.03,9.9,3,2.67,3.0,False
1518,WV,172.0,415,No,No,0,211.7,100,35.99,198.7,101.0,16.89,301.7,136,13.58,6.5,9,1.76,1.0,False
1519,NJ,72.0,415,No,No,0,175.5,103,29.84,132.3,120.0,11.25,242.9,96,,11.8,3,3.19,1.0,False
1520,NM,113.0,510,No,No,0,150.1,120,25.52,200.1,85.0,17.01,266.7,105,12.0,11.0,3,2.97,,False
1521,NM,67.0,415,No,No,0,215.5,102,,190.7,95.0,16.21,214.5,106,9.65,8.6,6,2.32,1.0,False
1522,DE,136.0,415,No,No,0,101.7,105,17.29,202.8,99.0,17.24,136.2,119,6.13,9.4,6,2.54,3.0,False
1523,GA,71.0,415,No,No,0,258.4,132,43.93,126.8,,10.78,182.4,87,8.21,9.7,8,2.62,,False
1524,HI,134.0,408,No,No,0,242.4,126,41.21,152.9,115.0,13.0,318.3,115,,11.8,6,3.19,,False
1525,NJ,84.0,415,No,No,0,190.2,102,,197.7,141.0,16.8,247.5,102,11.14,9.8,6,2.65,,False
1526,ME,39.0,408,No,No,0,154.1,104,,204.2,112.0,17.36,196.2,92,8.83,9.8,4,2.65,2.0,False
1527,OK,110.0,510,No,No,0,188.0,127,31.96,90.5,118.0,7.69,150.3,64,6.76,15.3,3,4.13,3.0,False
1528,TN,102.0,510,No,No,0,103.1,70,17.53,275.0,129.0,23.38,141.1,92,6.35,11.2,5,3.02,1.0,False
1529,WY,70.0,415,No,No,0,175.4,130,29.82,159.5,130.0,13.56,260.6,96,11.73,11.6,4,3.13,0.0,False
1530,NY,142.0,415,No,No,0,145.4,93,24.72,209.1,98.0,17.77,214.0,96,9.63,10.9,1,2.94,,False
1531,RI,17.0,415,No,No,0,161.5,123,27.46,214.2,81.0,18.21,315.0,106,14.18,8.6,5,2.32,1.0,False
1532,PA,,408,No,No,0,260.1,101,44.22,256.5,68.0,21.8,229.1,89,10.31,10.0,2,2.7,1.0,True
1533,MD,108.0,415,Yes,Yes,42,130.1,90,22.12,167.0,128.0,14.2,244.7,80,11.01,13.6,5,3.67,3.0,True
1534,VA,90.0,415,No,No,0,102.0,118,17.34,113.3,134.0,9.63,188.6,105,8.49,11.4,3,3.08,2.0,False
1535,IN,100.0,415,No,Yes,33,218.7,104,37.18,155.0,144.0,13.18,99.0,117,4.46,12.1,4,3.27,1.0,False
1536,OR,,408,No,Yes,30,128.5,86,21.85,188.4,91.0,16.01,254.4,85,,6.8,6,1.84,1.0,False
1537,AZ,113.0,510,No,No,0,128.7,100,21.88,227.1,67.0,19.3,178.1,135,8.01,9.2,4,2.48,2.0,True
1538,WI,123.0,415,No,No,0,172.2,92,,162.6,76.0,13.82,250.3,101,11.26,8.7,4,2.35,1.0,False
1539,VA,145.0,408,No,No,0,199.2,124,33.86,126.0,86.0,10.71,289.2,135,,7.6,3,2.05,1.0,False
1540,MO,,415,No,No,0,184.5,98,31.37,200.5,93.0,17.04,279.2,91,12.56,8.8,3,2.38,2.0,False
1541,NV,125.0,510,No,No,0,168.6,99,28.66,175.6,107.0,14.93,243.3,92,10.95,10.9,7,2.94,0.0,False
1542,HI,,415,No,Yes,30,174.0,118,29.58,205.3,81.0,17.45,218.2,90,9.82,6.7,3,1.81,1.0,False
1543,WA,107.0,415,No,No,0,230.4,65,39.17,257.4,80.0,21.88,107.3,88,4.83,8.5,3,2.3,1.0,False
1544,IL,48.0,408,No,No,0,198.2,73,33.69,202.8,115.0,17.24,146.4,73,6.59,5.1,5,1.38,1.0,False
1545,IL,76.0,510,No,No,0,186.1,96,31.64,211.6,100.0,17.99,230.6,100,10.38,8.0,4,2.16,0.0,False
1546,LA,128.0,415,No,No,0,148.5,105,25.25,243.0,106.0,20.66,255.2,114,11.48,6.8,2,1.84,1.0,False
1547,WI,73.0,415,No,No,0,157.1,109,26.71,268.8,83.0,22.85,181.5,91,8.17,10.0,8,2.7,0.0,False
1548,TX,52.0,415,No,No,0,155.0,110,26.35,133.4,104.0,11.34,176.1,84,7.92,7.0,4,1.89,4.0,True
1549,NC,,415,No,No,0,188.5,77,32.05,182.0,123.0,15.47,218.2,127,9.82,6.1,6,1.65,1.0,False
1550,WA,137.0,408,No,No,0,208.8,120,,225.3,100.0,19.15,221.6,130,9.97,11.1,5,3.0,0.0,False
1551,MS,107.0,510,No,Yes,30,198.9,87,33.81,207.0,90.0,17.6,159.8,76,7.19,12.6,4,3.4,3.0,False
1552,KY,147.0,408,No,No,0,212.8,79,36.18,204.1,91.0,17.35,156.2,113,7.03,10.2,2,2.75,1.0,False
1553,RI,116.0,510,No,No,0,137.4,126,23.36,120.0,94.0,10.2,130.3,64,5.86,12.4,2,3.35,3.0,False
1554,NY,60.0,510,No,Yes,31,191.8,75,32.61,267.8,135.0,22.76,200.5,62,9.02,12.8,3,3.46,,False
1555,TX,38.0,510,No,No,0,149.0,92,25.33,49.2,78.0,4.18,163.3,93,7.35,13.9,11,3.75,0.0,False
1556,DE,63.0,408,No,No,0,117.1,118,19.91,249.6,90.0,21.22,162.2,84,7.3,11.1,4,3.0,3.0,False
1557,NM,94.0,415,No,No,0,108.0,79,18.36,241.9,152.0,20.56,252.1,92,11.34,10.4,3,2.81,3.0,False
1558,RI,131.0,415,No,No,0,112.8,133,19.18,199.4,116.0,16.95,142.7,105,,10.1,5,2.73,0.0,False
1559,MS,158.0,510,No,No,0,175.9,105,29.9,188.3,88.0,16.01,188.3,98,8.47,11.0,6,2.97,1.0,False
1560,NY,139.0,510,No,No,0,236.6,109,40.22,169.9,,14.44,212.3,118,9.55,11.1,2,3.0,1.0,True
1561,WI,140.0,415,No,No,0,129.6,79,22.03,246.2,99.0,20.93,172.1,124,7.74,9.4,10,2.54,3.0,False
1562,SD,52.0,510,No,Yes,20,133.3,63,22.66,184.1,123.0,15.65,272.9,107,12.28,13.5,2,3.65,1.0,False
1563,VA,,510,No,No,0,167.8,121,28.53,212.9,123.0,18.1,208.2,73,9.37,13.0,3,3.51,5.0,False
1564,CO,85.0,510,No,Yes,21,283.2,110,48.14,239.7,108.0,20.37,149.5,80,6.73,6.3,1,1.7,5.0,False
1565,WA,71.0,408,No,No,0,141.2,132,24.0,149.1,90.0,12.67,171.4,72,7.71,7.0,2,1.89,2.0,False
1566,NV,177.0,415,No,Yes,27,230.2,106,39.13,196.1,78.0,16.67,215.4,108,9.69,10.4,2,2.81,1.0,False
1567,SC,,415,Yes,No,0,237.8,92,40.43,208.9,119.0,17.76,167.8,86,7.55,15.6,6,4.21,2.0,True
1568,RI,106.0,510,Yes,No,0,204.0,84,34.68,168.5,61.0,14.32,164.0,102,7.38,13.3,3,3.59,3.0,True
1569,ID,,510,No,No,0,221.1,106,37.59,178.6,48.0,15.18,202.7,90,9.12,7.4,3,2.0,1.0,False
1570,KY,43.0,408,No,No,0,177.2,93,30.12,142.6,60.0,12.12,314.1,144,14.13,12.7,2,3.43,4.0,False
1571,SD,,415,No,No,0,163.8,73,27.85,255.6,85.0,21.73,192.9,95,,15.7,4,4.24,0.0,False
1572,SC,114.0,510,No,Yes,4,141.3,96,,230.4,,19.58,223.7,85,10.07,9.4,3,2.54,3.0,False
1573,TN,112.0,415,No,No,0,272.5,119,46.33,226.1,,19.22,159.1,94,7.16,16.4,5,4.43,3.0,True
1574,MT,101.0,408,No,Yes,16,118.9,112,20.21,228.3,97.0,19.41,180.1,111,8.1,8.2,5,2.21,2.0,False
1575,WI,70.0,415,No,No,0,7.9,100,1.34,136.4,83.0,11.59,156.6,89,,12.1,1,3.27,0.0,False
1576,AK,59.0,408,No,No,0,159.5,96,27.12,167.2,123.0,14.21,138.6,106,6.24,10.2,4,2.75,0.0,False
1577,AZ,59.0,408,No,No,0,150.2,70,25.53,185.7,98.0,15.78,212.5,128,9.56,12.1,2,3.27,1.0,False
1578,DE,99.0,415,No,No,0,140.7,88,23.92,210.9,98.0,17.93,229.9,125,10.35,12.4,4,3.35,2.0,False
1579,VA,150.0,510,No,No,0,169.2,123,28.76,216.8,83.0,18.43,179.4,107,8.07,12.6,3,3.4,1.0,False
1580,MA,81.0,510,No,No,0,220.8,77,37.54,148.5,,12.62,183.9,100,8.28,7.6,3,2.05,2.0,False
1581,IN,86.0,510,No,No,0,216.3,96,36.77,266.3,77.0,22.64,214.0,110,9.63,4.5,3,1.22,,False
1582,MD,84.0,510,No,No,0,169.5,96,,157.6,94.0,13.4,98.2,70,4.42,10.6,7,2.86,0.0,False
1583,NV,118.0,510,No,Yes,35,256.3,119,43.57,258.1,91.0,21.94,215.5,130,9.7,11.7,1,3.16,1.0,False
1584,CO,89.0,415,No,No,0,179.7,128,,299.8,92.0,25.48,185.3,120,8.34,7.6,3,2.05,1.0,False
1585,KS,93.0,415,No,No,0,266.0,120,45.22,130.1,84.0,11.06,165.8,63,7.46,13.1,6,3.54,3.0,False
1586,AR,85.0,415,No,No,0,96.7,97,16.44,193.8,,16.47,171.7,88,7.73,9.7,3,2.62,2.0,False
1587,WY,160.0,408,No,No,0,82.7,116,14.06,194.6,,16.54,159.0,54,,10.9,9,2.94,0.0,False
1588,PA,28.0,415,No,No,0,168.2,87,28.59,161.7,92.0,13.74,192.4,112,8.66,10.1,3,2.73,3.0,False
1589,TX,73.0,408,No,No,0,286.4,109,48.69,178.2,67.0,15.15,214.2,152,9.64,10.7,14,2.89,1.0,True
1590,NY,,408,No,No,0,174.3,95,29.63,186.6,128.0,15.86,258.2,105,11.62,12.9,5,3.48,3.0,False
1591,OR,33.0,415,Yes,No,0,190.6,100,,161.7,104.0,13.74,189.9,136,8.55,13.0,6,3.51,1.0,False
1592,CA,77.0,510,No,No,0,175.5,86,29.84,205.1,,17.43,245.2,100,11.03,17.8,3,4.81,4.0,False
1593,NY,119.0,415,No,No,0,133.4,102,22.68,204.6,71.0,17.39,196.9,103,8.86,11.1,7,3.0,1.0,False
1594,AR,91.0,510,No,Yes,27,204.6,96,34.78,136.0,93.0,11.56,210.5,82,9.47,6.6,2,1.78,3.0,False
1595,MI,102.0,510,No,No,0,242.2,88,41.17,233.2,89.0,19.82,188.5,121,8.48,6.2,6,1.67,3.0,False
1596,OK,86.0,415,No,Yes,33,253.1,112,43.03,210.1,94.0,17.86,95.0,98,4.27,11.9,4,3.21,3.0,False
1597,TX,82.0,415,No,No,0,130.0,110,22.1,185.3,88.0,15.75,178.7,105,8.04,8.3,4,2.24,,False
1598,NC,89.0,408,No,No,0,105.9,151,18.0,189.6,142.0,16.12,170.9,67,,12.7,7,3.43,0.0,False
1599,ID,86.0,415,No,No,0,194.2,98,,193.8,95.0,16.47,192.0,123,,9.3,7,2.51,3.0,False
1600,OR,92.0,415,No,No,0,196.5,82,33.41,190.0,89.0,16.15,163.2,99,7.34,10.8,2,2.92,2.0,False
1601,SD,87.0,510,No,No,0,184.5,81,31.37,172.0,103.0,14.62,183.4,96,8.25,13.7,3,3.7,3.0,False
1602,NE,64.0,408,No,No,0,261.9,113,44.52,148.1,99.0,12.59,145.2,74,6.53,13.8,4,3.73,0.0,False
1603,RI,80.0,510,No,No,0,202.4,118,,260.2,67.0,22.12,177.4,112,7.98,9.2,5,2.48,3.0,False
1604,MD,165.0,415,No,Yes,39,167.4,113,28.46,172.7,94.0,14.68,192.6,113,8.67,9.5,4,2.57,3.0,False
1605,ID,153.0,415,No,Yes,22,167.7,104,28.51,246.8,91.0,20.98,203.9,117,9.18,7.5,11,2.03,1.0,False
1606,SD,,415,No,No,0,240.2,78,40.83,230.3,109.0,19.58,217.0,83,9.76,5.2,1,1.4,2.0,False
1607,NY,,415,No,Yes,26,189.1,112,,178.2,97.0,15.15,199.3,104,8.97,11.1,4,3.0,1.0,False
1608,DE,115.0,408,No,No,0,127.7,67,21.71,182.9,90.0,15.55,172.9,92,7.78,10.6,7,2.86,1.0,False
1609,OK,87.0,415,No,No,0,205.2,106,34.88,99.5,122.0,8.46,189.5,75,8.53,13.4,3,3.62,1.0,False
1610,IN,119.0,510,No,No,0,154.5,129,26.27,193.6,,16.46,180.9,145,8.14,13.4,3,3.62,2.0,False
1611,NV,69.0,415,No,No,0,153.7,109,26.13,194.0,,16.49,256.1,114,11.52,14.1,6,3.81,1.0,False
1612,SD,93.0,510,No,No,0,328.1,106,55.78,151.7,89.0,12.89,303.5,114,13.66,8.7,3,2.35,1.0,True
1613,OK,154.0,415,Yes,No,0,145.9,69,24.8,208.2,141.0,17.7,180.9,106,8.14,14.4,10,3.89,0.0,True
1614,KS,,415,No,Yes,37,201.2,76,,280.1,122.0,23.81,154.2,110,6.94,11.8,1,3.19,1.0,False
1615,IA,,510,No,No,0,139.1,72,23.65,246.0,112.0,20.91,207.2,121,9.32,11.4,9,3.08,5.0,False
1616,NJ,151.0,415,No,No,0,118.9,128,,278.3,65.0,23.66,194.8,61,8.77,13.2,10,3.56,2.0,False
1617,NJ,162.0,408,No,No,0,217.6,87,36.99,279.0,71.0,23.72,250.7,65,11.28,10.4,4,2.81,2.0,True
1618,MT,60.0,415,No,No,0,145.0,133,24.65,209.1,92.0,17.77,328.5,112,14.78,14.6,2,3.94,,False
1619,IA,81.0,510,No,No,0,203.5,89,34.6,289.6,69.0,24.62,212.9,71,9.58,8.7,3,2.35,3.0,False
1620,TX,136.0,408,No,No,0,269.8,106,45.87,228.8,101.0,19.45,257.5,106,11.59,10.1,8,2.73,1.0,True
1621,MS,121.0,415,No,Yes,21,126.3,84,21.47,209.6,102.0,17.82,192.5,129,8.66,10.6,2,2.86,,False
1622,IA,105.0,510,No,Yes,15,88.1,125,14.98,175.9,142.0,14.95,269.9,85,12.15,9.7,1,2.62,2.0,False
1623,WI,105.0,415,No,Yes,34,218.5,61,37.15,196.7,74.0,16.72,151.1,103,6.8,9.9,4,2.67,2.0,False
1624,MT,51.0,415,No,Yes,26,236.8,61,40.26,263.4,97.0,22.39,181.1,91,8.15,11.2,8,3.02,1.0,False
1625,GA,64.0,408,No,No,0,124.1,117,21.1,192.8,108.0,16.39,162.9,84,7.33,6.4,5,1.73,3.0,False
1626,MT,80.0,510,Yes,Yes,30,184.2,132,31.31,167.5,,14.24,212.8,114,9.58,10.0,10,2.7,0.0,False
1627,ND,56.0,415,No,No,0,222.7,133,,277.0,89.0,23.55,101.8,94,4.58,13.6,4,3.67,4.0,False
1628,VT,120.0,415,No,No,0,149.2,98,25.36,193.6,88.0,16.46,248.9,119,11.2,11.1,5,3.0,1.0,False
1629,SD,,510,No,No,0,206.5,125,35.11,180.2,113.0,15.32,220.6,95,9.93,12.2,4,3.29,3.0,False
1630,OH,164.0,510,No,Yes,27,159.7,102,27.15,168.8,113.0,14.35,244.1,127,10.98,9.6,9,2.59,3.0,False
1631,OH,116.0,415,No,Yes,27,204.7,118,,209.4,91.0,17.8,212.9,67,9.58,7.0,2,1.89,2.0,False
1632,MT,,408,No,No,0,213.2,79,36.24,120.7,116.0,10.26,244.4,102,11.0,7.5,4,2.03,1.0,False
1633,NV,183.0,415,No,No,0,116.7,92,19.84,213.8,,18.17,214.3,112,9.64,9.7,6,2.62,2.0,False
1634,UT,104.0,408,No,No,0,263.4,101,44.78,235.5,117.0,20.02,102.0,146,4.59,13.0,4,3.51,0.0,False
1635,NH,90.0,408,No,No,0,140.2,97,23.83,213.9,102.0,18.18,120.0,126,5.4,7.1,2,1.92,1.0,False
